"ALT","SEX","METHOD","OT","BD","OFFSET","HUNTER","MONTH","MONTHCALENDAR","YEAR","HUNTER.MONTH"
"3","Female","Escopeta",2,8,3,"HUNT16",9,6,2011,"HUNT16 9"
"5","Female","Escopeta",2,2,3,"HUNT16",9,6,2011,"HUNT16 9"
"5","Female","Escopeta",0,2,3,"HUNT16",9,6,2011,"HUNT16 9"
"3","Male","Escopeta",0,7,3,"HUNT16",9,6,2011,"HUNT16 9"
"5","Male","Escopeta",0,0,3,"HUNT16",9,6,2011,"HUNT16 9"
"5","Male","Escopeta",0,2,3,"HUNT16",9,6,2011,"HUNT16 9"
"3","Female","Escopeta",2,14,3,"HUNT16",10,7,2011,"HUNT16 10"
"3","Male","Escopeta",2,7,3,"HUNT16",10,7,2011,"HUNT16 10"
"3","Female","Trampa",0,5,3,"HUNT16",10,7,2011,"HUNT16 10"
"3","Male","Trampa",0,2,3,"HUNT16",10,7,2011,"HUNT16 10"
"3","Female","Trampa",0,19,4,"HUNT16",11,8,2011,"HUNT16 11"
"3","Male","Trampa",0,12,4,"HUNT16",11,8,2011,"HUNT16 11"
"3","Female","Escopeta",1,4,4,"HUNT16",11,8,2011,"HUNT16 11"
"3","Male","Escopeta",0,2,4,"HUNT16",11,8,2011,"HUNT16 11"
"3","Female","Trampa",0,16,3,"HUNT16",12,9,2011,"HUNT16 12"
"3","Male","Trampa",0,0,3,"HUNT16",12,9,2011,"HUNT16 12"
"3","Female","Escopeta",1,11,3,"HUNT16",12,9,2011,"HUNT16 12"
"3","Male","Escopeta",1,8,3,"HUNT16",12,9,2011,"HUNT16 12"
"3","Female","Trampa",0,6,4,"HUNT16",13,10,2011,"HUNT16 13"
"3","Male","Trampa",0,6,4,"HUNT16",13,10,2011,"HUNT16 13"
"3","Female","Escopeta",0,10,4,"HUNT16",13,10,2011,"HUNT16 13"
"3","Male","Escopeta",1,7,4,"HUNT16",13,10,2011,"HUNT16 13"
"3","Female","Escopeta",0,10,2,"HUNT16",14,11,2011,"HUNT16 14"
"3","Male","Escopeta",2,5,2,"HUNT16",14,11,2011,"HUNT16 14"
"3","Female","Escopeta",0,9,2,"HUNT16",15,12,2011,"HUNT16 15"
"3","Male","Escopeta",2,4,2,"HUNT16",15,12,2011,"HUNT16 15"
"3","Female","Trampa",0,3,1,"HUNT16",16,1,2012,"HUNT16 16"
"3","Male","Trampa",0,5,1,"HUNT16",16,1,2012,"HUNT16 16"
"3","Female","Trampa",0,7,2,"HUNT16",17,3,2012,"HUNT16 17"
"3","Male","Trampa",0,2,2,"HUNT16",17,3,2012,"HUNT16 17"
"3","Female","Escopeta",0,7,2,"HUNT16",17,3,2012,"HUNT16 17"
"3","Male","Escopeta",0,2,2,"HUNT16",17,3,2012,"HUNT16 17"
"3","Female","Escopeta",0,8,2,"HUNT16",18,4,2012,"HUNT16 18"
"3","Male","Escopeta",2,5,2,"HUNT16",18,4,2012,"HUNT16 18"
"3","Female","Escopeta",0,5,1,"HUNT16",19,5,2012,"HUNT16 19"
"3","Male","Escopeta",0,2,1,"HUNT16",19,5,2012,"HUNT16 19"
"3","Female","Trampa",0,19,4,"HUNT16",20,6,2012,"HUNT16 20"
"3","Male","Trampa",2,10,4,"HUNT16",20,6,2012,"HUNT16 20"
"3","Female","Trampa",0,11,2,"HUNT16",21,7,2012,"HUNT16 21"
"3","Male","Trampa",0,7,2,"HUNT16",21,7,2012,"HUNT16 21"
"3","Female","Trampa",0,4,1,"HUNT16",22,8,2012,"HUNT16 22"
"3","Male","Trampa",0,4,1,"HUNT16",22,8,2012,"HUNT16 22"
"3","Female","Escopeta",0,8,1,"HUNT16",23,10,2012,"HUNT16 23"
"3","Male","Escopeta",0,1,1,"HUNT16",23,10,2012,"HUNT16 23"
"3","Female","Escopeta",0,8,1,"HUNT16",24,11,2012,"HUNT16 24"
"3","Male","Escopeta",0,2,1,"HUNT16",24,11,2012,"HUNT16 24"
"3","Female","Trampa",0,2,4,"HUNT16",26,2,2013,"HUNT16 26"
"3","Male","Trampa",0,0,4,"HUNT16",26,2,2013,"HUNT16 26"
"3","Female","Escopeta",0,10,4,"HUNT16",26,2,2013,"HUNT16 26"
"3","Male","Escopeta",0,2,4,"HUNT16",26,2,2013,"HUNT16 26"
"3","Female","Escopeta",0,8,2,"HUNT16",27,3,2013,"HUNT16 27"
"3","Male","Escopeta",0,6,2,"HUNT16",27,3,2013,"HUNT16 27"
"3","Female","Trampa",0,3,2,"HUNT16",27,3,2013,"HUNT16 27"
"3","Male","Trampa",0,1,2,"HUNT16",27,3,2013,"HUNT16 27"
"4","Female","Escopeta",3,3,6,"HUNT16",31,7,2013,"HUNT16 31"
"2","Female","Escopeta",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"3","Female","Escopeta",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"4","Male","Escopeta",1,3,6,"HUNT16",31,7,2013,"HUNT16 31"
"2","Male","Escopeta",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"3","Male","Escopeta",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"4","Female","Trampa",0,5,6,"HUNT16",31,7,2013,"HUNT16 31"
"2","Female","Trampa",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"3","Female","Trampa",4,2,6,"HUNT16",31,7,2013,"HUNT16 31"
"4","Male","Trampa",1,2,6,"HUNT16",31,7,2013,"HUNT16 31"
"2","Male","Trampa",0,0,6,"HUNT16",31,7,2013,"HUNT16 31"
"3","Male","Trampa",0,1,6,"HUNT16",31,7,2013,"HUNT16 31"
"3","Female","Trampa",1,6,3,"HUNT16",32,8,2013,"HUNT16 32"
"3","Male","Trampa",0,2,3,"HUNT16",32,8,2013,"HUNT16 32"
"3","Female","Escopeta",0,4,3,"HUNT16",32,8,2013,"HUNT16 32"
"3","Male","Escopeta",0,2,3,"HUNT16",32,8,2013,"HUNT16 32"
"5","Female","Escopeta",1,7,2,"HUNT17",8,5,2011,"HUNT17 8"
"5","Male","Escopeta",0,1,2,"HUNT17",8,5,2011,"HUNT17 8"
"5","Female","Trampa",0,4,2,"HUNT17",8,5,2011,"HUNT17 8"
"5","Male","Trampa",0,3,2,"HUNT17",8,5,2011,"HUNT17 8"
"3","Female","Trampa",0,4,1,"HUNT18",16,1,2012,"HUNT18 16"
"3","Male","Trampa",0,3,1,"HUNT18",16,1,2012,"HUNT18 16"
"2","Female","Trampa",0,7,1,"HUNT18",17,3,2012,"HUNT18 17"
"2","Male","Trampa",0,3,1,"HUNT18",17,3,2012,"HUNT18 17"
"1","Female","Trampa",1,0,1,"HUNT19",1,8,2010,"HUNT19 1"
"5","Female","Trampa",1,15,3,"HUNT20",8,5,2011,"HUNT20 8"
"5","Male","Trampa",0,9,3,"HUNT20",8,5,2011,"HUNT20 8"
"5","Female","Trampa",0,14,2,"HUNT20",9,6,2011,"HUNT20 9"
"5","Male","Trampa",1,7,2,"HUNT20",9,6,2011,"HUNT20 9"
"5","Female","Trampa",0,7,1,"HUNT20",10,7,2011,"HUNT20 10"
"5","Female","Trampa",0,21,4,"HUNT20",11,8,2011,"HUNT20 11"
"5","Male","Trampa",0,15,4,"HUNT20",11,8,2011,"HUNT20 11"
"5","Female","Escopeta",2,1,4,"HUNT20",11,8,2011,"HUNT20 11"
"5","Male","Escopeta",0,1,4,"HUNT20",11,8,2011,"HUNT20 11"
"5","Female","Trampa",2,13,2,"HUNT20",12,9,2011,"HUNT20 12"
"5","Male","Trampa",0,9,2,"HUNT20",12,9,2011,"HUNT20 12"
"5","Female","Trampa",0,9,2,"HUNT20",13,10,2011,"HUNT20 13"
"5","Male","Trampa",0,4,2,"HUNT20",13,10,2011,"HUNT20 13"
"5","Female","Trampa",0,10,2,"HUNT20",14,11,2011,"HUNT20 14"
"5","Male","Trampa",2,4,2,"HUNT20",14,11,2011,"HUNT20 14"
"5","Male","Escopeta",0,2,1,"HUNT20",18,4,2012,"HUNT20 18"
"5","Female","Escopeta",1,4,1,"HUNT20",18,4,2012,"HUNT20 18"
"5","Female","Escopeta",0,3,1,"HUNT20",19,5,2012,"HUNT20 19"
"5","Male","Escopeta",1,1,1,"HUNT20",19,5,2012,"HUNT20 19"
"5","Female","Trampa",2,2,1,"HUNT20",19,5,2012,"HUNT20 19"
"5","Male","Trampa",0,1,1,"HUNT20",19,5,2012,"HUNT20 19"
"5","Female","Trampa",0,6,1,"HUNT20",20,6,2012,"HUNT20 20"
"5","Male","Trampa",0,2,1,"HUNT20",20,6,2012,"HUNT20 20"
"5","Female","Trampa",0,6,1,"HUNT20",22,8,2012,"HUNT20 22"
"5","Male","Trampa",0,3,1,"HUNT20",22,8,2012,"HUNT20 22"
"5","Female","Trampa",0,7,2,"HUNT20",23,10,2012,"HUNT20 23"
"5","Male","Trampa",0,1,2,"HUNT20",23,10,2012,"HUNT20 23"
"5","Female","Escopeta",3,3,2,"HUNT20",23,10,2012,"HUNT20 23"
"5","Male","Escopeta",0,3,2,"HUNT20",23,10,2012,"HUNT20 23"
"5","Female","Trampa",0,7,1,"HUNT20",25,12,2012,"HUNT20 25"
"5","Male","Trampa",0,2,1,"HUNT20",25,12,2012,"HUNT20 25"
"5","Male","Trampa",0,3,2,"HUNT20",32,8,2013,"HUNT20 32"
"5","Female","Trampa",0,6,2,"HUNT20",32,8,2013,"HUNT20 32"
"5","Female","Trampa",0,14,2,"HUNT21",2,9,2010,"HUNT21 2"
"5","Male","Trampa",0,6,2,"HUNT21",2,9,2010,"HUNT21 2"
"5","Female","Trampa",1,2,1,"HUNT21",3,10,2010,"HUNT21 3"
"5","Male","Trampa",0,2,1,"HUNT21",3,10,2010,"HUNT21 3"
"5","Female","Escopeta",3,0,1,"HUNT22",1,8,2010,"HUNT22 1"
"5","Female","Trampa",0,1,1,"HUNT22",1,8,2010,"HUNT22 1"
"5","Female","Trampa",2,5,3,"HUNT22",2,9,2010,"HUNT22 2"
"5","Male","Trampa",0,2,3,"HUNT22",2,9,2010,"HUNT22 2"
"5","Female","Trampa",0,9,3,"HUNT22",3,10,2010,"HUNT22 3"
"5","Female","Trampa",0,5,1,"HUNT22",4,11,2010,"HUNT22 4"
"5","Male","Trampa",0,2,1,"HUNT22",4,11,2010,"HUNT22 4"
"5","Female","Trampa",0,5,1,"HUNT22",8,5,2011,"HUNT22 8"
"5","Male","Trampa",0,4,1,"HUNT22",8,5,2011,"HUNT22 8"
"5","Female","Trampa",0,9,1,"HUNT22",9,6,2011,"HUNT22 9"
"5","Female","Trampa",0,4,1,"HUNT22",10,7,2011,"HUNT22 10"
"5","Male","Trampa",0,2,1,"HUNT22",10,7,2011,"HUNT22 10"
"5","Male","Escopeta",1,0,1,"HUNT22",14,11,2011,"HUNT22 14"
"5","Female","Escopeta",1,1,1,"HUNT22",14,11,2011,"HUNT22 14"
"5","Male","Trampa",0,2,1,"HUNT22",14,11,2011,"HUNT22 14"
"5","Female","Trampa",0,3,1,"HUNT22",14,11,2011,"HUNT22 14"
"1","Female","Trampa",1,5,3,"HUNT23",1,8,2010,"HUNT23 1"
"1","Male","Trampa",1,4,3,"HUNT23",1,8,2010,"HUNT23 1"
"1","Female","Trampa",1,5,2,"HUNT23",2,9,2010,"HUNT23 2"
"1","Male","Trampa",0,2,2,"HUNT23",2,9,2010,"HUNT23 2"
"1","Male","Trampa",0,2,2,"HUNT23",3,10,2010,"HUNT23 3"
"1","Female","Trampa",0,6,2,"HUNT23",3,10,2010,"HUNT23 3"
"1","Female","Trampa",0,8,2,"HUNT23",4,11,2010,"HUNT23 4"
"1","Male","Trampa",0,2,2,"HUNT23",4,11,2010,"HUNT23 4"
"1","Female","Trampa",0,5,1,"HUNT23",5,12,2010,"HUNT23 5"
"1","Male","Trampa",0,2,1,"HUNT23",5,12,2010,"HUNT23 5"
"1","Female","Trampa",0,2,1,"HUNT23",12,9,2011,"HUNT23 12"
"1","Female","Trampa",0,3,2,"HUNT23",13,10,2011,"HUNT23 13"
"1","Male","Trampa",1,4,2,"HUNT23",13,10,2011,"HUNT23 13"
"1","Female","Trampa",1,0,1,"HUNT24",9,6,2011,"HUNT24 9"
"5","Female","Trampa",1,4,1,"HUNT24",9,6,2011,"HUNT24 9"
"1","Male","Trampa",0,0,1,"HUNT24",9,6,2011,"HUNT24 9"
"5","Male","Trampa",0,2,1,"HUNT24",9,6,2011,"HUNT24 9"
"1","Female","Trampa",2,0,1,"HUNT24",10,7,2011,"HUNT24 10"
"4","Female","Escopeta",1,7,2,"HUNT26",2,9,2010,"HUNT26 2"
"5","Female","Escopeta",0,0,2,"HUNT26",2,9,2010,"HUNT26 2"
"4","Male","Escopeta",0,1,2,"HUNT26",2,9,2010,"HUNT26 2"
"5","Male","Escopeta",0,0,2,"HUNT26",2,9,2010,"HUNT26 2"
"4","Female","Trampa",0,0,2,"HUNT26",2,9,2010,"HUNT26 2"
"5","Female","Trampa",0,5,2,"HUNT26",2,9,2010,"HUNT26 2"
"4","Male","Trampa",0,0,2,"HUNT26",2,9,2010,"HUNT26 2"
"5","Male","Trampa",0,0,2,"HUNT26",2,9,2010,"HUNT26 2"
"4","Female","Escopeta",0,1,1,"HUNT26",3,10,2010,"HUNT26 3"
"4","Male","Escopeta",0,1,1,"HUNT26",3,10,2010,"HUNT26 3"
"5","Female","Trampa",0,4,2,"HUNT26",4,11,2010,"HUNT26 4"
"5","Male","Trampa",1,1,2,"HUNT26",4,11,2010,"HUNT26 4"
"5","Female","Escopeta",0,12,2,"HUNT26",4,11,2010,"HUNT26 4"
"5","Male","Escopeta",1,10,2,"HUNT26",4,11,2010,"HUNT26 4"
"5","Female","Escopeta",0,9,1,"HUNT26",5,12,2010,"HUNT26 5"
"5","Male","Escopeta",0,2,1,"HUNT26",5,12,2010,"HUNT26 5"
"4","Female","Escopeta",0,7,1,"HUNT26",6,1,2011,"HUNT26 6"
"4","Male","Escopeta",0,2,1,"HUNT26",6,1,2011,"HUNT26 6"
"4","Female","Escopeta",0,4,1,"HUNT26",18,4,2012,"HUNT26 18"
"4","Male","Escopeta",0,3,1,"HUNT26",18,4,2012,"HUNT26 18"
"4","Female","Escopeta",0,5,1,"HUNT26",19,5,2012,"HUNT26 19"
"4","Male","Escopeta",0,2,1,"HUNT26",19,5,2012,"HUNT26 19"
"3","Male","Trampa",4,4,4,"HUNT27",31,7,2013,"HUNT27 31"
"2","Male","Trampa",0,2,4,"HUNT27",31,7,2013,"HUNT27 31"
"3","Female","Trampa",1,4,4,"HUNT27",31,7,2013,"HUNT27 31"
"2","Female","Trampa",1,1,4,"HUNT27",31,7,2013,"HUNT27 31"
"5","Female","Escopeta",0,1,1,"HUNT28",8,5,2011,"HUNT28 8"
"5","Male","Escopeta",0,2,1,"HUNT28",8,5,2011,"HUNT28 8"
"2","Female","Escopeta",0,4,1,"HUNT28",13,10,2011,"HUNT28 13"
"2","Male","Escopeta",0,3,1,"HUNT28",13,10,2011,"HUNT28 13"
"1","Female","Escopeta",1,5,1,"HUNT28",18,4,2012,"HUNT28 18"
"1","Male","Escopeta",0,2,1,"HUNT28",18,4,2012,"HUNT28 18"
"1","Female","Escopeta",0,9,1,"HUNT28",19,5,2012,"HUNT28 19"
"1","Female","Escopeta",5,12,4,"HUNT28",23,10,2012,"HUNT28 23"
"3","Female","Escopeta",0,7,4,"HUNT28",23,10,2012,"HUNT28 23"
"1","Male","Escopeta",0,2,4,"HUNT28",23,10,2012,"HUNT28 23"
"3","Male","Escopeta",0,1,4,"HUNT28",23,10,2012,"HUNT28 23"
"1","Female","Escopeta",4,9,2,"HUNT28",24,11,2012,"HUNT28 24"
"1","Male","Escopeta",1,2,2,"HUNT28",24,11,2012,"HUNT28 24"
"1","Female","Escopeta",2,5,1,"HUNT28",25,12,2012,"HUNT28 25"
"3","Female","Escopeta",0,4,2,"HUNT28",26,2,2013,"HUNT28 26"
"3","Male","Escopeta",0,1,2,"HUNT28",26,2,2013,"HUNT28 26"
"3","Female","Escopeta",0,3,1,"HUNT28",27,3,2013,"HUNT28 27"
"3","Male","Escopeta",0,2,1,"HUNT28",27,3,2013,"HUNT28 27"
"3","Female","Escopeta",0,8,2,"HUNT28",28,4,2013,"HUNT28 28"
"3","Male","Escopeta",0,3,2,"HUNT28",28,4,2013,"HUNT28 28"
"5","Female","Escopeta",0,2,1,"HUNT28",31,7,2013,"HUNT28 31"
"5","Female","Trampa",3,21,3,"HUNT29",2,9,2010,"HUNT29 2"
"5","Male","Trampa",1,6,3,"HUNT29",2,9,2010,"HUNT29 2"
"5","Female","Trampa",1,3,2,"HUNT29",3,10,2010,"HUNT29 3"
"5","Male","Trampa",0,3,2,"HUNT29",3,10,2010,"HUNT29 3"
"4","Female","Escopeta",1,4,2,"HUNT30",2,9,2010,"HUNT30 2"
"4","Female","Escopeta",0,9,4,"HUNT30",3,10,2010,"HUNT30 3"
"1","Female","Escopeta",1,0,4,"HUNT30",3,10,2010,"HUNT30 3"
"2","Female","Escopeta",0,1,4,"HUNT30",3,10,2010,"HUNT30 3"
"4","Male","Escopeta",0,6,4,"HUNT30",3,10,2010,"HUNT30 3"
"1","Male","Escopeta",0,0,4,"HUNT30",3,10,2010,"HUNT30 3"
"2","Male","Escopeta",0,0,4,"HUNT30",3,10,2010,"HUNT30 3"
"4","Female","Escopeta",0,4,1,"HUNT30",4,11,2010,"HUNT30 4"
"4","Male","Escopeta",0,3,1,"HUNT30",4,11,2010,"HUNT30 4"
"4","Female","Escopeta",0,3,1,"HUNT30",6,1,2011,"HUNT30 6"
"4","Male","Escopeta",0,4,1,"HUNT30",6,1,2011,"HUNT30 6"
"3","Female","Escopeta",0,7,1,"HUNT30",10,7,2011,"HUNT30 10"
"4","Female","Escopeta",0,5,1,"HUNT30",24,11,2012,"HUNT30 24"
"4","Male","Escopeta",0,4,1,"HUNT30",24,11,2012,"HUNT30 24"
"4","Female","Escopeta",0,6,1,"HUNT30",25,12,2012,"HUNT30 25"
"4","Male","Escopeta",0,0,1,"HUNT30",25,12,2012,"HUNT30 25"
"3","Female","Escopeta",0,8,1,"HUNT30",32,8,2013,"HUNT30 32"
"1","Female","Escopeta",0,1,1,"HUNT31",18,4,2012,"HUNT31 18"
"1","Female","Trampa",0,1,1,"HUNT32",2,9,2010,"HUNT32 2"
"1","Male","Trampa",1,0,1,"HUNT32",2,9,2010,"HUNT32 2"
"1","Female","Escopeta",0,9,4,"HUNT32",3,10,2010,"HUNT32 3"
"3","Female","Escopeta",0,7,4,"HUNT32",3,10,2010,"HUNT32 3"
"1","Male","Escopeta",0,3,4,"HUNT32",3,10,2010,"HUNT32 3"
"3","Male","Escopeta",0,6,4,"HUNT32",3,10,2010,"HUNT32 3"
"1","Female","Escopeta",2,21,5,"HUNT32",4,11,2010,"HUNT32 4"
"1","Male","Escopeta",4,10,5,"HUNT32",4,11,2010,"HUNT32 4"
"1","Female","Trampa",1,1,1,"HUNT32",5,12,2010,"HUNT32 5"
"1","Male","Trampa",0,1,1,"HUNT32",5,12,2010,"HUNT32 5"
"3","Female","Escopeta",0,2,2,"HUNT32",7,4,2011,"HUNT32 7"
"1","Female","Escopeta",1,2,2,"HUNT32",7,4,2011,"HUNT32 7"
"3","Male","Escopeta",0,2,2,"HUNT32",7,4,2011,"HUNT32 7"
"1","Male","Escopeta",2,0,2,"HUNT32",7,4,2011,"HUNT32 7"
"1","Female","Escopeta",2,2,1,"HUNT32",8,5,2011,"HUNT32 8"
"1","Male","Escopeta",1,1,1,"HUNT32",8,5,2011,"HUNT32 8"
"3","Female","Trampa",2,13,3,"HUNT32",9,6,2011,"HUNT32 9"
"3","Male","Trampa",1,2,3,"HUNT32",9,6,2011,"HUNT32 9"
"3","Female","Trampa",0,11,3,"HUNT32",10,7,2011,"HUNT32 10"
"3","Male","Trampa",0,4,3,"HUNT32",10,7,2011,"HUNT32 10"
"3","Female","Escopeta",1,3,3,"HUNT32",10,7,2011,"HUNT32 10"
"3","Male","Escopeta",0,1,3,"HUNT32",10,7,2011,"HUNT32 10"
"1","Female","Escopeta",1,10,2,"HUNT32",11,8,2011,"HUNT32 11"
"1","Male","Escopeta",2,2,2,"HUNT32",11,8,2011,"HUNT32 11"
"3","Female","Escopeta",2,8,4,"HUNT32",12,9,2011,"HUNT32 12"
"1","Female","Escopeta",1,12,4,"HUNT32",12,9,2011,"HUNT32 12"
"3","Male","Escopeta",0,8,4,"HUNT32",12,9,2011,"HUNT32 12"
"1","Male","Escopeta",0,2,4,"HUNT32",12,9,2011,"HUNT32 12"
"1","Female","Escopeta",1,7,5,"HUNT32",13,10,2011,"HUNT32 13"
"3","Female","Escopeta",0,6,5,"HUNT32",13,10,2011,"HUNT32 13"
"1","Male","Escopeta",0,7,5,"HUNT32",13,10,2011,"HUNT32 13"
"3","Male","Escopeta",0,5,5,"HUNT32",13,10,2011,"HUNT32 13"
"1","Female","Escopeta",2,11,3,"HUNT32",14,11,2011,"HUNT32 14"
"1","Male","Escopeta",1,6,3,"HUNT32",14,11,2011,"HUNT32 14"
"3","Female","Escopeta",0,4,2,"HUNT32",15,12,2011,"HUNT32 15"
"1","Female","Escopeta",1,1,2,"HUNT32",15,12,2011,"HUNT32 15"
"3","Male","Escopeta",0,5,2,"HUNT32",15,12,2011,"HUNT32 15"
"1","Male","Escopeta",0,1,2,"HUNT32",15,12,2011,"HUNT32 15"
"1","Female","Escopeta",0,1,1,"HUNT32",16,1,2012,"HUNT32 16"
"1","Male","Escopeta",1,4,1,"HUNT32",16,1,2012,"HUNT32 16"
"1","Female","Escopeta",1,10,3,"HUNT32",17,3,2012,"HUNT32 17"
"3","Female","Escopeta",0,6,3,"HUNT32",17,3,2012,"HUNT32 17"
"1","Male","Escopeta",0,3,3,"HUNT32",17,3,2012,"HUNT32 17"
"3","Male","Escopeta",0,1,3,"HUNT32",17,3,2012,"HUNT32 17"
"1","Female","Escopeta",0,13,3,"HUNT32",18,4,2012,"HUNT32 18"
"1","Male","Escopeta",0,8,3,"HUNT32",18,4,2012,"HUNT32 18"
"1","Female","Escopeta",0,3,2,"HUNT32",19,5,2012,"HUNT32 19"
"3","Female","Escopeta",0,6,2,"HUNT32",19,5,2012,"HUNT32 19"
"1","Male","Escopeta",0,2,2,"HUNT32",19,5,2012,"HUNT32 19"
"3","Male","Escopeta",0,2,2,"HUNT32",19,5,2012,"HUNT32 19"
"1","Female","Trampa",3,9,7,"HUNT32",20,6,2012,"HUNT32 20"
"3","Female","Trampa",0,0,7,"HUNT32",20,6,2012,"HUNT32 20"
"1","Male","Trampa",2,6,7,"HUNT32",20,6,2012,"HUNT32 20"
"3","Male","Trampa",0,0,7,"HUNT32",20,6,2012,"HUNT32 20"
"1","Female","Escopeta",2,8,7,"HUNT32",20,6,2012,"HUNT32 20"
"3","Female","Escopeta",0,9,7,"HUNT32",20,6,2012,"HUNT32 20"
"1","Male","Escopeta",2,2,7,"HUNT32",20,6,2012,"HUNT32 20"
"3","Male","Escopeta",0,5,7,"HUNT32",20,6,2012,"HUNT32 20"
"1","Male","Escopeta",4,6,6,"HUNT32",21,7,2012,"HUNT32 21"
"3","Male","Escopeta",0,6,6,"HUNT32",21,7,2012,"HUNT32 21"
"1","Female","Escopeta",4,9,6,"HUNT32",21,7,2012,"HUNT32 21"
"3","Female","Escopeta",0,9,6,"HUNT32",21,7,2012,"HUNT32 21"
"3","Female","Escopeta",0,14,4,"HUNT32",22,8,2012,"HUNT32 22"
"3","Male","Escopeta",0,8,4,"HUNT32",22,8,2012,"HUNT32 22"
"3","Female","Trampa",0,5,4,"HUNT32",22,8,2012,"HUNT32 22"
"3","Male","Trampa",0,2,4,"HUNT32",22,8,2012,"HUNT32 22"
"3","Female","Escopeta",0,3,4,"HUNT32",23,10,2012,"HUNT32 23"
"1","Female","Escopeta",7,7,4,"HUNT32",23,10,2012,"HUNT32 23"
"3","Male","Escopeta",0,2,4,"HUNT32",23,10,2012,"HUNT32 23"
"1","Male","Escopeta",1,5,4,"HUNT32",23,10,2012,"HUNT32 23"
"1","Female","Escopeta",5,6,2,"HUNT32",24,11,2012,"HUNT32 24"
"1","Male","Escopeta",0,1,2,"HUNT32",24,11,2012,"HUNT32 24"
"1","Female","Escopeta",2,6,4,"HUNT32",25,12,2012,"HUNT32 25"
"3","Female","Escopeta",0,13,4,"HUNT32",25,12,2012,"HUNT32 25"
"1","Male","Escopeta",0,4,4,"HUNT32",25,12,2012,"HUNT32 25"
"3","Male","Escopeta",0,0,4,"HUNT32",25,12,2012,"HUNT32 25"
"1","Male","Escopeta",0,1,1,"HUNT32",26,2,2013,"HUNT32 26"
"1","Female","Escopeta",2,4,3,"HUNT32",27,3,2013,"HUNT32 27"
"3","Female","Escopeta",0,3,3,"HUNT32",27,3,2013,"HUNT32 27"
"1","Male","Escopeta",2,2,3,"HUNT32",27,3,2013,"HUNT32 27"
"3","Male","Escopeta",0,3,3,"HUNT32",27,3,2013,"HUNT32 27"
"1","Female","Escopeta",1,1,1,"HUNT32",29,5,2013,"HUNT32 29"
"3","Female","Escopeta",0,5,2,"HUNT32",31,7,2013,"HUNT32 31"
